State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,7500,8500,8500
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )",Papaya,Papaya,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )",Raddish,Raddish,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )",Tapioca,Tapioca,Local,29/07/2025,2000,2500,2500
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,29/07/2025,7500,8500,8500
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,29/07/2025,8000,10000,10000
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Banana,Besrai,Local,29/07/2025,4200,5000,5000
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Beetroot,Beetroot,Local,29/07/2025,3300,4000,4000
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,29/07/2025,3300,4000,4000
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Mango,Safeda,Local,29/07/2025,4200,5000,5000
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )","Onion Green","Onion Green",Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,2000,2500,2500
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,29/07/2025,4800,6000,6000
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )",Cabbage,Cabbage,Local,29/07/2025,2000,2500,2500
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,3700,4500,4500
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )",Drumstick,Drumstick,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,29/07/2025,1500,2000,2000
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )",Papaya,Papaya,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,29/07/2025,3200,3500,3500
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,3600,4000,4000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )","Custard Apple (Sharifa)","Custard Apple(Sharifa)",Local,29/07/2025,3600,4000,4000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Garlic,Average,Local,29/07/2025,10000,12000,12000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,29/07/2025,3600,4000,4000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,3600,4000,4000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Papaya,Papaya,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,29/07/2025,3600,4000,4000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,29/07/2025,1500,2000,2000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,29/07/2025,6500,7200,7200
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,2000,2500,2500
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,3600,4000,4000
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )",Drumstick,Drumstick,Local,29/07/2025,2400,3000,3000
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )",Marigold(Calcutta),Marigold(Calcutta),Local,29/07/2025,30000,35000,35000
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,29/07/2025,4000,4800,4800
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )","Tamarind Fruit","Tamarind Fruit",Local,29/07/2025,10000,12000,12000
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,2000,3000,3000
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,29/07/2025,2000,2400,2400
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,7500,8500,8500
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,1800,1800,1800
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,29/07/2025,2600,2600,2600
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Carrot,Pusakesar,Local,29/07/2025,7400,7400,7400
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,7000,7000,7000
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Raddish,Raddish,Local,29/07/2025,2400,2400,2400
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,29/07/2025,2500,2500,2500
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )",Beetroot,Beetroot,Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )",Brinjal,Round,Local,29/07/2025,3500,3500,3500
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )",Cabbage,Cabbage,Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,7000,7000,7000
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )",Lemon,Lemon,Local,29/07/2025,6000,6000,6000
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )",Mango,Safeda,Local,29/07/2025,4000,5000,5000
"Tamil Nadu",Thiruvarur,Valangaiman,Coriander(Leaves),"I Sort",Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Thiruvarur,Valangaiman,"Green Avare (W)","Avare (W)",Local,29/07/2025,6200,6200,6200
"Tamil Nadu",Thiruvarur,Valangaiman,Pumpkin,Pumpkin,Local,29/07/2025,1800,1800,1800
"Tamil Nadu",Thiruvellore,"Perambakkam(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,2000,2000,2000
"Tamil Nadu",Thiruvellore,"Perambakkam(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Carrot,Pusakesar,Local,29/07/2025,6500,7000,7000
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Drumstick,Drumstick,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )","Onion Green","Onion Green",Local,29/07/2025,5000,5500,5500
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Raddish,Raddish,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,1000,1500,1500
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Grapes,Annabesahai,Local,29/07/2025,9000,10000,10000
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,29/07/2025,8500,9000,9000
"Tamil Nadu",Vellore,Thirupathur,"Amla(Nelli Kai)",Amla,Local,29/07/2025,6000,6000,6000
"Tamil Nadu",Vellore,Thirupathur,Ashgourd,Gouard,Local,29/07/2025,2000,2000,2000
"Tamil Nadu",Vellore,Thirupathur,Beetroot,Beetroot,Local,29/07/2025,4500,4500,4500
"Tamil Nadu",Vellore,Thirupathur,"Bottle gourd","Bottle Gourd",Local,29/07/2025,2000,2000,2000
"Tamil Nadu",Vellore,Thirupathur,"Cluster beans","Cluster Beans",Local,29/07/2025,4500,4500,4500
"Tamil Nadu",Vellore,Thirupathur,Cucumbar(Kheera),Cucumbar,Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Vellore,Thirupathur,Mango,Safeda,Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Vellore,Thirupathur,Onion,Bellary,Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Vellore,Thirupathur,Papaya,Papaya,Local,29/07/2025,3500,3500,3500
"Tamil Nadu",Vellore,Thirupathur,"Tamarind Fruit","Tamarind Fruit",Local,29/07/2025,13000,13000,13000
"Tamil Nadu",Vellore,Thirupathur,Thondekai,Thondekai,Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Cabbage,Cabbage,Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,4500,4500,4500
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,29/07/2025,6000,6000,6000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,8000,8000,8000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Lemon,Lemon,Local,29/07/2025,7000,7000,7000
"Tamil Nadu",Villupuram,Tindivanam,Beetroot,Beetroot,Local,29/07/2025,3800,3800,3800
"Tamil Nadu",Villupuram,Tindivanam,Chikoos(Sapota),Sapota,Local,29/07/2025,5000,5000,5000
"Tamil Nadu",Villupuram,Tindivanam,Drumstick,Drumstick,Local,29/07/2025,3600,3600,3600
"Tamil Nadu",Villupuram,Tindivanam,"Elephant Yam (Suran)","Elephant Yam (Suran)",Local,29/07/2025,4400,4400,4400
"Tamil Nadu",Villupuram,Tindivanam,Groundnut,"Big (With Shell)",Local,29/07/2025,5500,6000,6000
"Tamil Nadu",Villupuram,Tindivanam,Mashrooms,Mashrooms,Local,29/07/2025,20000,25000,25000
"Tamil Nadu",Villupuram,Tindivanam,Mint(Pudina),Mint(Pudina),Local,29/07/2025,2000,2000,2000
"Tamil Nadu",Villupuram,Tindivanam,Pumpkin,Pumpkin,Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Villupuram,Ulundurpettai,"Bottle gourd","Bottle Gourd",Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Villupuram,Ulundurpettai,"Elephant Yam (Suran)","Elephant Yam (Suran)",Local,29/07/2025,6000,6000,6000
"Tamil Nadu",Villupuram,Ulundurpettai,Ginger(Green),"Green Ginger",Local,29/07/2025,8000,8000,8000
"Tamil Nadu",Villupuram,Ulundurpettai,"Green Avare (W)","Avare (W)",Local,29/07/2025,6000,12000,12000
"Tamil Nadu",Villupuram,Ulundurpettai,"Onion Green","Onion Green",Local,29/07/2025,7000,7000,7000
"Tamil Nadu",Villupuram,Ulundurpettai,Pumpkin,Pumpkin,Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Beetroot,Beetroot,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,29/07/2025,1500,2000,2000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Drumstick,Drumstick,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Lime,Lime,Local,29/07/2025,16000,18000,18000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )","Onion Green","Onion Green",Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Raddish,Raddish,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,29/07/2025,7000,8000,8000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Lemon,Lemon,Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,29/07/2025,2000,2500,2500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Raddish,Raddish,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,29/07/2025,1700,2000,2000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,29/07/2025,4000,5000,5000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Coconut,Coconut,Local,29/07/2025,6000,7000,7000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,2700,3000,3000
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai )",Cabbage,Cabbage,Local,29/07/2025,2300,2500,2500
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,7500,8000,8000
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,2700,3000,3000
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,2200,2500,2500
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Beetroot,Beetroot,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Brinjal,Round,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Cabbage,Cabbage,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,29/07/2025,6500,7000,7000
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Tomato,Deshi,Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,2400,2500,2500
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,3600,3700,3700
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,6800,7000,7000
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,4400,4500,4500
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai )",Tomato,Deshi,Local,29/07/2025,4000,4200,4200
Telangana,Nalgonda,Aler,"Arhar (Tur/Red Gram)(Whole)","777 New Ind",FAQ,29/07/2025,7550,7550,7550
"Uttar Pradesh",Amroha,Hasanpur,Capsicum,Capsicum,FAQ,29/07/2025,1410,1500,1450
"Uttar Pradesh",Amroha,Hasanpur,Ginger(Green),"Green Ginger",FAQ,29/07/2025,3210,4000,3520
"Uttar Pradesh",Amroha,Hasanpur,Ridgeguard(Tori),Other,FAQ,29/07/2025,1410,1500,1450
"Uttar Pradesh",Bulandshahar,Gulavati,"Bottle gourd","Bottle Gourd",FAQ,29/07/2025,900,1100,1000
"Uttar Pradesh",Bulandshahar,Gulavati,Colacasia,Other,FAQ,29/07/2025,1100,1300,1200
"Uttar Pradesh",Hathras,Sikandraraau,Maize,Yellow,FAQ,29/07/2025,1750,1900,1835
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Cabbage,Cabbage,FAQ,29/07/2025,1600,1650,1625
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Lemon,Lemon,FAQ,29/07/2025,4200,4300,4250
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Potato,Desi,FAQ,29/07/2025,1600,1650,1625
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Bhindi(Ladies Finger)",Bhindi,FAQ,29/07/2025,900,1000,950
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Brinjal,Brinjal,FAQ,29/07/2025,1000,1200,1100
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Tomato,Hybrid,FAQ,29/07/2025,1300,1500,1400
"Uttar Pradesh",Shamli,Kairana,Brinjal,Round/Long,FAQ,29/07/2025,900,1000,950
"Uttar Pradesh",Shamli,Kairana,Lemon,Lemon,FAQ,29/07/2025,6000,6100,6050
"Uttar Pradesh",Shamli,Kairana,Potato,Desi,FAQ,29/07/2025,900,1000,950
"West Bengal",Hooghly,Sheoraphuly,Ginger(Dry),Other,FAQ,29/07/2025,5800,6000,6000
"West Bengal",Hooghly,Sheoraphuly,"Green Chilli",Other,FAQ,29/07/2025,7000,8000,7500
"West Bengal",Medinipur(W),Ghatal,Onion,Onion,FAQ,29/07/2025,1900,2000,1950
"Andhra Pradesh",Guntur,Pidugurala(Palnadu),"Dry Chillies",Red,FAQ,29/07/2025,9000,13600,13100
Gujarat,Amreli,Damnagar,"Bhindi(Ladies Finger)",Bhindi,FAQ,29/07/2025,1250,2050,1800
Gujarat,Amreli,Damnagar,Lemon,Lemon,FAQ,29/07/2025,200,500,350
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Tomato,Other,FAQ,29/07/2025,5000,5000,5000
Haryana,Rewari,Kosli,Potato,Other,FAQ,29/07/2025,1000,1200,1100
Haryana,Rewari,Kosli,Tinda,Other,FAQ,29/07/2025,3000,3000,3000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bhindi(Ladies Finger)",Bhindi,FAQ,29/07/2025,3200,3800,3500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Coriander(Leaves),Coriander,FAQ,29/07/2025,11000,13000,12000
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cabbage,Cabbage,FAQ,29/07/2025,2000,2500,2200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Capsicum,Capsicum,FAQ,29/07/2025,8000,8500,8200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cucumbar(Kheera),Cucumbar,FAQ,29/07/2025,1500,3000,2200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Ginger(Green),"Green Ginger",FAQ,29/07/2025,8000,8500,8200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Onion,Other,FAQ,29/07/2025,2000,2400,2200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Pomegranate,Other,Medium,29/07/2025,10000,12000,11000
"Himachal Pradesh",Kangra,Palampur,Carrot,Carrot,FAQ,29/07/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Palampur,"Mousambi(Sweet Lime)",Other,Medium,29/07/2025,6000,6500,6200
"Himachal Pradesh",Kangra,Palampur,Pear(Marasebu),Other,Medium,29/07/2025,4500,8000,6500
"Himachal Pradesh",Kangra,Palampur,Pomegranate,Other,Medium,29/07/2025,10000,12000,11000
"Himachal Pradesh",Kangra,Palampur,Potato,Other,FAQ,29/07/2025,1300,2000,1700
"Himachal Pradesh",Kangra,Palampur,"Sponge gourd",Other,FAQ,29/07/2025,5000,6000,5500
"Jammu and Kashmir",Srinagar,Parimpore,Carrot,Other,FAQ,29/07/2025,1300,1500,1400
"Jammu and Kashmir",Srinagar,Parimpore,Ginger(Green),Other,FAQ,29/07/2025,7000,7400,7200
"Jammu and Kashmir",Srinagar,Parimpore,"Green Chilli",Other,FAQ,29/07/2025,3000,5000,4000
"Jammu and Kashmir",Srinagar,Parimpore,Lemon,Other,FAQ,29/07/2025,3000,4700,3800
"Jammu and Kashmir",Srinagar,Parimpore,Onion,Other,FAQ,29/07/2025,1400,1600,1500
Kerala,Alappuzha,Harippad,Ashgourd,Other,FAQ,29/07/2025,3000,3500,3000
Kerala,Alappuzha,Harippad,"Bottle gourd",Other,FAQ,29/07/2025,1000,1500,1000
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,29/07/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Colacasia,Other,FAQ,29/07/2025,8000,8600,8000
Kerala,Ernakulam,Piravam,Amaranthus,Other,FAQ,29/07/2025,4500,5500,5000
Kerala,Ernakulam,Piravam,"Banana - Green",Other,FAQ,29/07/2025,5000,6000,5500
Kerala,Ernakulam,Piravam,"Bhindi(Ladies Finger)",Other,FAQ,29/07/2025,4500,5500,5000
Kerala,Ernakulam,Piravam,Brinjal,Other,FAQ,29/07/2025,3500,4500,4000
Kerala,Ernakulam,Piravam,Capsicum,Other,FAQ,29/07/2025,7500,8500,8000
Kerala,Ernakulam,Piravam,Colacasia,Other,FAQ,29/07/2025,8000,10000,9000
Kerala,Idukki,Kattappana,Apple,Other,Large,29/07/2025,15800,16000,16000
Kerala,Idukki,Kattappana,Ashgourd,Other,FAQ,29/07/2025,1700,1900,1800
Kerala,Idukki,Kattappana,Banana,Palayamthodan,Medium,29/07/2025,2300,2500,2500
Kerala,Idukki,Kattappana,Coconut,Other,FAQ,29/07/2025,7600,8100,7800
Kerala,Idukki,Kattappana,Onion,Big,Non-FAQ,29/07/2025,2400,2700,2400
Kerala,Kollam,Sasthamkotta,Banana,Robusta,Medium,29/07/2025,2000,2400,2200
Kerala,Kottayam,Athirampuzha,Ashgourd,Ashgourd,FAQ,29/07/2025,2400,2600,2500
Kerala,Kottayam,Athirampuzha,Banana,Poovan,Medium,29/07/2025,7300,7500,7400
Kerala,Kottayam,Athirampuzha,"Banana - Green","Banana - Green",FAQ,29/07/2025,4800,5000,4900
Kerala,Kottayam,Athirampuzha,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,29/07/2025,5800,6000,5900
Kerala,Kottayam,Athirampuzha,Pumpkin,Pumpkin,FAQ,29/07/2025,1600,1800,1700
Kerala,Kottayam,Ettumanoor,"Bitter gourd",Other,FAQ,29/07/2025,3600,4000,3800
Kerala,Kottayam,Ettumanoor,Brinjal,Other,FAQ,29/07/2025,2800,3200,3000
Kerala,Kottayam,Ettumanoor,Cabbage,Other,FAQ,29/07/2025,3000,3400,3200
Kerala,Kottayam,Ettumanoor,Cucumbar(Kheera),Cucumbar,FAQ,29/07/2025,3600,4000,3800
Kerala,Kottayam,Ettumanoor,Drumstick,Drumstick,FAQ,29/07/2025,3000,3400,3200
Kerala,Kottayam,Ettumanoor,Potato,Potato,FAQ,29/07/2025,2900,3100,3000
Kerala,Kottayam,Ettumanoor,Tomato,Tomato,FAQ,29/07/2025,5000,5500,5300
Kerala,Kottayam,Pampady,"Elephant Yam (Suran)",Other,FAQ,29/07/2025,5600,8000,7000
Kerala,Kottayam,Pampady,Potato,Other,FAQ,29/07/2025,3000,4000,3500
